500 2
2 2 
7 10 1
17 21 1
5 10 1
21 0 1
14 15 2
18 20 2
9 12 2
5 8 1
1 5 2
11 14 1
4 8 2
4 7 2
18 21 1
10 13 2
11 13 1
17 21 1
11 13 2
17 19 1
12 15 2
0 2 2
19 22 1
17 20 1
19 21 1
14 17 1
4 8 1
17 19 1
9 12 1
21 1 1
13 16 2
8 11 2
7 11 2
9 12 2
20 23 1
16 20 2
21 0 1
23 0 1
15 18 2
3 6 1
21 0 2
6 8 1
13 17 2
3 7 1
11 12 2
10 12 1
16 18 1
17 21 1
0 4 1
16 20 1
5 6 1
18 19 1
4 7 1
22 23 1
1 5 2
9 11 1
18 19 1
17 20 2
10 13 2
8 12 1
6 8 2
7 10 1
21 22 2
0 4 1
20 23 1
22 0 1
18 21 2
10 14 1
15 19 2
10 13 2
17 20 2
7 10 1
14 18 1
23 2 2
3 6 2
17 22 2
10 12 2
3 5 2
18 21 2
4 6 1
7 9 2
11 14 1
21 22 2
8 11 2
18 23 2
22 0 1
10 13 2
15 19 2
0 5 1
11 12 2
10 13 2
21 23 2
11 15 2
13 14 2
14 17 1
6 8 1
2 3 2
15 19 1
2 6 1
11 14 1
7 12 2
22 1 2
20 0 1
3 5 2
1 4 1
9 11 1
1 4 1
6 9 2
19 22 2
5 7 1
9 14 2
5 7 2
17 21 1
18 21 2
0 4 2
18 21 1
5 9 2
8 12 1
4 8 2
22 1 2
7 11 2
10 13 1
13 16 1
17 19 1
8 11 2
4 8 2
1 2 2
12 15 1
3 4 1
18 21 1
10 12 2
5 8 1
17 20 1
9 11 2
14 16 2
19 20 2
6 10 1
23 1 2
8 10 1
15 16 1
8 11 1
20 21 2
10 13 2
22 1 2
13 17 2
21 1 1
18 22 1
20 23 1
0 3 2
3 6 1
4 6 2
23 1 2
4 5 2
0 2 1
9 11 1
3 5 1
19 22 1
23 3 1
8 9 2
8 11 2
22 1 2
11 14 1
15 19 2
12 15 2
19 21 1
8 12 2
9 12 2
8 11 1
22 3 1
19 23 2
7 10 2
1 5 1
4 7 1
22 2 2
12 15 1
23 2 1
15 18 2
12 13 1
13 16 2
22 1 2
18 22 2
6 7 1
8 11 1
17 20 2
13 15 1
3 7 2
23 1 2
3 5 1
